TaxonId	VirusSpecies
2025096	Satellite tobacco necrosis virus C
2025352	Wild vitis virus 1
2025388	Maize striate mosaic virus
2026195	Sweet potato leaf curl Sichuan virus 2
2026196	Sweet potato leaf curl Sichuan virus 1
2027645	Tomato associated geminivirus 1
2029516	apple chlorotic fruit spot viroid
2030126	Eclipta yellow vein alphasatellite
2030909	Malvastrum yellow vein Lahore virus
2030910	hollyhock yellow vein alphasatellite
2030954	Japanese soil-borne wheat mosaic virus
2031200	Tomato leaf curl Nepal betasatellite
2033633	Pineapple bacilliform CO virus
2033721	Tomato yellow leaf curl Yunnan betasatellite
2034762	Sweet potato pakakuy virus
2034763	Pineapple bacilliform ER virus
2035014	tomato blistering mosaic tymovirus
2035396	lettuce secovirus 1
2038729	Black medic leaf roll virus
2040662	Tomato yellow leaf curl Shandong betasatellite
2043550	Medicago sativa alphapartitivirus 1
2045345	Grapevine virus H
2048879	Tomato leaf curl Virudhunagar alphasatellite
2049883	Mirabilis leaf curl betasatellite
2049892	Tomato leaf curl Malaysia betasatellite
2049938	switchgrass mosaic-associated virus
2049944	Tomato leaf curl New Delhi virus 4
2049955	Capraria yellow spot virus
2050583	Tomato leaf curl New Delhi virus 2
2050584	French bean leaf curl virus
2050589	Vernonia yellow vein Fujian betasatellite
2050929	chilli leaf curl Vellanad virus
2050930	chilli leaf curl Kanpur virus
2051550	Cabbage cytorhabdovirus 1
2052157	Grapevine virus I
2052606	Faba bean necrotic yellows virus associated alphasatellite 1
2052649	grapevine Tunisian ringspot virus
2052685	Citrus leprosis virus C2
2052838	Grapevine badnavirus 1
2052851	Sambucus virus S
2054409	Apple associated luteovirus
2056161	African eggplant mosaic virus
2056780	cow vetch latent virus
2056781	cow vetch latent virus alphasatellite
2056878	Cacao Bacilliform SriLanka Virus
2056879	Cacao swollen shoot CE virus
2056880	Cacao swollen shoot Ghana J virus
2056881	Cacao swollen shoot Ghana K virus
2056882	Cacao swollen shoot Ghana L virus
2056883	Cacao swollen shoot Ghana M virus
2056884	Cacao swollen shoot Ghana N virus
2056885	Cacao swollen shoot Ghana Q virus
2056886	Cacao swollen shoot Ghana R virus
2057198	Maize-associated totivirus 3
2057979	Birch leaf roll-associated virus
2058094	Red clover nepovirus A
2058396	Paris mosaic necrosis virus
2058620	Mediterranean ruda virus
2058778	Allium cepa amalgavirus 1
2058779	Allium cepa amalgavirus 2
2060142	Tomato apical leaf curl virus
2060511	Babaco mosaic virus
2065797	Anthoxanthum odoratum amalgavirus 1
2069319	Camellia oleifera amalgavirus 1
2069320	Capsicum annuum amalgavirus 1
2069321	Cleome droserifolia amalgavirus 1
2069322	Erigeron breviscapus amalgavirus 1
2069323	Erigeron breviscapus amalgavirus 2
2069324	Festuca pratensis amalgavirus 1
2069325	Festuca pratensis amalgavirus 2
2069326	Medicago sativa amalgavirus 1
2069327	Phalaenopsis equestris amalgavirus 1
2070152	Saffron latent virus
2073163	Pepper enamovirus
2074132	Cherry virus Trakiya
2077310	Juncus maritimus geminivirus 1
2080107	Eupatorium yellow vein virus
2080282	Sida golden mosaic Brazil virus
2080450	Beta vulgaris mitovirus 1
2080457	Azolla filiculoides mitovirus 1
2080458	Cannabis sativa mitovirus 1
2080459	Dahlia pinnata mitovirus 1
2080461	Humulus lupulus mitovirus 1
2080462	Oxybasis rubra mitovirus 1
2080463	Petunia exserta mitovirus 1
2080464	Solanum chacoense mitovirus 1
2083207	Tomato yellow leaf curl Rajasthan betasatellite
2093224	Pistachio ampelovirus A
2093273	Juncus maritimus associated virus
2093274	Polygala garcinii associated virus
2093275	Exomis microphylla associated virus
2093276	Limeum africanum associated virus
2093496	Grapevine virus J
2099567	Emaravirus cordylinae
2108357	cherry virus B
2116599	Cape gooseberry ilarvirus 1
2116736	Chrysanthemum virus R
2122733	Camellia chlorotic dwarf-associated virus
2136283	Lily yellow mosaic virus
2137858	Mume virus A
2152660	Wheat yellow striate virus
2161874	coconut foliar decay alphasatellite 1
2161875	Coconut foliar decay alphasatellite 2
2161876	Coconut foliar decay alphasatellite 3
2161877	Coconut foliar decay alphasatellite 4
2161878	Coconut foliar decay alphasatellite 5
2161879	Coconut foliar decay alphasatellite 6
2161880	Coconut foliar decay alphasatellite 7
2162638	Passion fruit chlorotic mottle virus
2164102	Apple rubbery wood virus 1
2164103	Apple rubbery wood virus 2
2164175	Hibiscus vein enation betasatellite
2169693	Winged bean alphaendornavirus 1
2169721	Banana bunchy top alphasatellite 1
2169722	Banana bunchy top alphasatellite 2
2169723	Banana bunchy top alphasatellite 3
2169724	Cardamom bushy dwarf alphasatellite
2169726	Cacao yellow vein banding virus
2169727	Dioscorea bacilliform RT virus 1
2169728	Dioscorea bacilliform TR virus
2169732	Bean white chlorosis mosaic virus
2169733	Euphorbia mosaic Peru virus
2169734	Jatropha leaf curl Gujarat virus
2169735	Jatropha leaf yellow mosaic virus
2169736	Sweet potato golden vein Korea virus
2169737	Telfairia golden mosaic virus
2169738	tomato yellow leaf curl Shuangbai virus
2169739	Whitefly-associated begomovirus 1
2169740	Whitefly-associated begomovirus 2
2169741	Whitefly-associated begomovirus 3
2169742	Whitefly-associated begomovirus 4
2169743	Whitefly-associated begomovirus 6
2169744	Whitefly-associated begomovirus 7
2169824	Cleome leaf crumple alphasatellite
2169825	Melon chlorotic mosaic alphasatellite
2169827	Tomato yellow spot alphasatellite
2169829	whitefly associated Puerto Rico alphasatellite 1
2169834	milk vetch dwarf alphasatellite 2
2169836	Sophora yellow stunt alphasatellite 4
2169837	Sophora yellow stunt alphasatellite 5
2169838	subterranean clover stunt alphasatellite 2
2169839	bhendi yellow vein alphasatellite
2169841	Cotton leaf curl Lucknow alphasatellite
2169842	Pedilanthus leaf curl alphasatellite
2169843	Sida leaf curl alphasatellite
2169845	tomato yellow leaf curl Thailand alphasatellite
2169846	Tomato yellow leaf curl Yunnan alphasatellite
2169893	faba bean necrotic yellows alphasatellite 2
2169907	Gossypium mustelinum symptomless alphasatellite
2169908	Vernonia yellow vein Fujian alphasatellite
2169960	Privet ringspot virus
2169980	barley yellow dwarf virus GPV
2169981	barley yellow dwarf virus SGV
2169984	Barley yellow dwarf virus MAV
2169985	Barley yellow dwarf virus PAS
2169986	Barley yellow dwarf virus PAV
2169987	Barley yellow dwarf virus kerII
2169988	barley yellow dwarf virus kerIII
2169998	Grapevine asteroid mosaic associated virus
2170027	milk vetch dwarf alphasatellite 3
2170029	Sophora yellow stunt alphasatellite 2
2170033	cassava green mottle virus
2170039	Potato virus U
2170100	Cereal yellow dwarf virus RPV
2170101	Maize yellow dwarf virus RMV
2170132	Barbacena virus Y
2170135	Impatiens flower break virus
2170181	Dioscorea mosaic associated virus
2170209	Sophora yellow stunt alphasatellite 3
2170220	subterranean clover stunt alphasatellite 1
2170240	Yellow oat grass mosaic virus
2170538	Alfalfa virus F
2170544	Apple luteovirus 1
2172094	Codiaeum leaf curl betasatellite
2173168	Tomato leaf curl Philippine betasatellite
2174902	Sida yellow golden mosaic virus
2174956	Cowpea bright yellow mosaic virus
2175329	Yam chlorotic necrosis virus
2182585	Ageratum leaf curl Sichuan virus
2184469	Helianthus annuus alphaendornavirus
2185086	Blackberry virus A
2185087	Chenopodium quinoa mitovirus 1
2200716	Opuntia virus 2
2200955	Lettuce chordovirus 1
2201042	Arracacha virus 1
2202146	Malachra yellow mosaic virus
2203894	Tomato leaf curl Yunnan betasatellite
2212477	Alpinia oxyphylla mosaic virus
2212644	Alstroemeria yellow spot virus
2219873	Yerba mate-associated circular DNA virus 1
2230887	potato yellow blotch virus
2248769	birch carlavirus
2248770	Panax notoginseng virus B
2267679	Pinus nigra virus 1
2268393	Phaseolus vulgaris endornavirus 3
2282485	Sweet potato leaf curl Hubei virus
2283237	grapevine virus L
2283314	bird's-foot trefoil enamovirus 1
2283388	Faba bean polerovirus 1
2283800	Potexvirus sp.
2291613	Momordica charantia associated gemycircularvirus
2291614	Euphorbia heterophylla associated gemycircularvirus
2292426	Blackcurrant leafroll-associated virus 1
2292642	Turtle grass virus X
2293720	Mashua virus Y
2294149	Passiflora edulis symptomless virus
2303151	Tomato leaf curl Mahe virus
2303390	Hollyhock yellow vein virus
2303411	Panax ginseng flexivirus 1
2303485	Dioscorea nummularia-associated virus
2304214	Elderberry aureusvirus 1
2305257	Melon partitivirus
2306623	Areca palm necrotic spindle-spot virus
2306727	Areca palm necrotic ringspot virus
2315478	Desmodium leaf distortion deltasatellite
2316740	Rehmannia virus 1
2320870	Platycodon mild mottle virus
2338394	Blackcurrant-associated closterovirus 1
2338396	Grapevine associated tymo-like virus
2340808	Cluster bean endornavirus 1
2340870	Potato virus B
2358214	sowthistle yellow vein virus
2358294	peach chlorotic leaf spot virus
2364281	Wheat stripe mosaic virus
2364291	Cytorhabdovirus caricae
2382121	Zea mays chrysovirus 1
2419797	Brassica napus RNA virus 1
2419804	Salvia divinorum RNA virus 1
2419805	Salvia hispanica RNA virus 1
2419939	Tea plant necrotic ring blotch virus
2419940	Tea plant line pattern virus
2448906	Trifolium pratense virus A
2448907	Trifolium pratense virus B
2448908	Dioscorea bacilliform AL virus 2
2479459	Melon chlorotic spot virus
2483037	Perilla mosaic virus
2484986	Citrus virus A
2485233	apple hammerhead viroid
2486070	Bitter gourd yellow mosaic virus
2487100	Yerba mate chlorosis-associated virus
2487726	sesame curly top virus
2490442	passionfruit Vietnam virus
2491018	Air potato virus 1
2491019	Dioscorea mosaic virus
2494552	Celery latent virus
2496274	Zhuye pepper nucleorhabdovirus
2496574	Emilia yellow vein Fujian betasatellite
2496575	Emilia yellow vein Fujian virus
2497337	Morogoro maize-associated virus
2497338	Maize-associated pteridovirus
2510428	Cnidium virus X
2510980	Codonopsis vein clearing virus
2518104	Patrinia mild mottle virus
2518373	Pumpkin polerovirus
2518374	alfalfa associated nucleorhabdovirus
2518602	Olive associated gemycircularvirus 1
2528410	Polyscias mosaic virus
2528965	Tobacco leaf curl Dominican Republic virus
2530363	caraway yellows virus
2547432	Pepper yellow leaf curl Aceh virus
2555551	pepper mild mosaic virus
2557970	Maize streak dwarfing virus
2558055	Parsley severe stunt associated virus
2558065	Parsley severe stunt alphasatellite 3
2558066	Parsley severe stunt alphasatellite 4
2560282	Actinidia seed borne latent virus
2560285	African cassava mosaic Burkina Faso virus
2560290	air potato ampelovirus 1
2560349	Blackberry virus F
2560350	Blechum yellow vein virus
2560363	cacao swollen shoot Togo B virus
2560371	Canna yellow mottle associated virus
2560378	chilli leaf curl Ahmedabad virus
2560379	chilli leaf curl Bhavanisagar virus
2560380	Chilli leaf curl Gonda virus
2560381	Chilli leaf curl Sri Lanka virus
2560401	Cucumber Bulgarian latent virus
2560515	Grapevine enamovirus 1
2560614	Nectarine stem pitting associated virus
2560636	Pepper vein yellows virus 2
2560640	pepper yellow leaf curl Indonesia virus 2
2560809	tomato leaf curl Japan virus
2560810	Tomato leaf curl Karnataka virus 2
2560811	Tomato leaf curl Karnataka virus 3
2560812	Tomato leaf curl New Delhi virus 5
2560813	Tomato severe leaf curl Kalakada virus
2560814	tomato wrinkled mosaic virus
2560838	whitefly associated Guatemala alphasatellite 1
2562807	Dendrobium chlorotic mosaic virus
2562808	Zostera virus T
2563012	apple rootstock virus A
2569569	Hibiscus golden mosaic virus
2570606	Arabidopsis latent virus-1
2571287	Tomato twisted leaf virus
2575594	Melon yellow mosaic virus
2584380	Plant associated genomovirus 1
2584382	Plant associated genomovirus 11
2584384	Plant associated genomovirus 13
2584386	Plant associated genomovirus 15
2584388	Plant associated genomovirus 17
2584390	Plant associated genomovirus 19
2584391	Plant associated genomovirus 2
2584392	Plant associated genomovirus 20
2584393	Plant associated genomovirus 21
2584394	Plant associated genomovirus 22
2584395	Plant associated genomovirus 23
2584396	Plant associated genomovirus 24
2584397	Plant associated genomovirus 3
2584398	Plant associated genomovirus 4
2584399	Plant associated genomovirus 5
2584401	Plant associated genomovirus 7
2584403	Plant associated genomovirus 9
2586033	shallot virus S
2586645	Euonymus yellow mottle associated virus
2588671	Chickpea redleaf virus 2
2590572	persimmon waikavirus
2591696	Costus stripe mosaic virus
2593922	Cucumber chlorotic leaf virus
2593923	Sida chlorotic leaf virus
2595002	Jujube yellow mottle-associated virus
2596881	Eleusine indica associated virus
2596883	Sorghum arundinaceum associated virus
2599303	aucuba ringspot virus
2601256	Tomato leaf curl Anand alphasatellite
2601258	grapevine Garan dmak virus
2601259	grapevine Muscat rose virus
2603436	Tomato vein clearing leaf deformation virus
2603627	pear chlorotic leaf spot-associated virus
2604906	Plant associated genomovirus 25
2604907	Plant associated genomovirus 26
2604910	Plant associated genomovirus 29
2605718	blueberry green mosaic associated virus
2606569	Camellia ringspot associated virus 1
2607629	Physalis rugose mosaic virus
2608606	Noni mosaic virus
2650000	rose virus A
2651594	Pepper blistering leaf virus
2651595	Tomato yellow spot alphasatellite 2
2654367	Trichosanthes associated rhabdovirus 1
2660760	Emaravirus kiwii
2661631	European wheat striate mosaic virus
2664234	strawberry virus 1
2664236	Malus domestica virus A
2664940	Ocimum golden mosaic virus
2664941	Ocimum mosaic virus
2664942	Ocimum yellow vein virus
2676436	Cytorhabdovirus fragariae
2681381	aspen mosaic-associated virus
2697535	Camellia lemon glow virus
2699487	Cotton leaf curl Gezira alphasatellite 3
2703869	Bean latent virus
2704172	Sida interveinal bright yellow virus
2705538	Citrus Tunisia genomovirus 2
2705543	Citrus Tunisia genomovirus 1b
2706523	Opuntia virus 1
2709319	apple ourmia-like virus 2
2709320	apple ourmia-like virus 3
2712833	Tomato mosaic severe dwarf virus
2712846	Tomato yellow leaf deformation dwarf virus
2713640	Epiphyllum virus 4
2715795	Actinidia yellowing virus 1
2716617	papaya mild mottle associated virus
2719116	lilac chlorotic ringspot-associated virus
2720886	Bean bushy stunt virus
2721273	peach virus 1
2726182	plum viroid I
2726258	pineapple secovirus A
2728245	Phaseolus vulgaris severe mosaic virus
2730538	cucurbit cytorhabdovirus 1
2730579	Paris virus 1
2731270	Ivy ringspot-associated virus
2734556	East Asian Passiflora distortion virus
2736661	Hippeastrum chlorotic spot virus
2739874	Oxalis corniculata genomoviridae
2739875	Amygdalus persica genomoviridae
2739876	Zizania latifolia genomoviridae
2739880	Artemisia carvifolia genomoviridae
2740120	Solanum melongena rhabdo-like virus
2740451	tomato leaf curl Kunene virus
2741672	grapevine line pattern virus
2742449	common oak ringspot-associated virus
2746510	chrysanthemum mosaic-associated virus
2749300	lettuce star mosaic virus
2753665	Achyranthes virus A
2754817	Rubus virus 1
2755028	Ageratum latent virus 1998
2760003	Pleioblastus mosaic virus
2762435	Tomato fruit blotch virus
2763129	cherry virus T
2771210	yam asymptomatic virus 1
2775266	Mirabilis crinkle mosaic virus
2778521	maple mottle-associated virus
2781948	chestnut mosaic virus
2789373	grapevine nepovirus A
2793718	Dendrobium viroid
2796532	soybean carlavirus 1
2802539	green Sichuan pepper vein clearing-associated virus
2802553	green Sichuan pepper nepovirus
2805380	Agave virus T
2805917	rose virus R
2809748	Hibiscus yellow blotch virus
2810133	ashitaba mosaic virus
2813287	Bacopa monnieri virus 1
2813288	Bacopa monnieri virus 2
2822469	poaceae Liege virus 1
2822470	poaceae Liege nepovirus A
2843704	Apple geminivirus 1
2843917	Cassava Colombian symptomless virus
2844014	Corchorus yellow vein Cuba virus
2844159	Erectites yellow mosaic betasatellite
2845646	mulberry crinkle leaf virus
2846224	Sida yellow vein Vietnam betasatellite 1
2848019	papaya virus E
2908018	Taro vein chlorosis virus
3020400	constricta yellow dwarf virus
